GRADUATEYEAR,STUDENTID,CalculusforScience,FundamentalsOfProgramming,HistoryAndDevelopmentOfComputerTechnology,MathematicsForScience,ObjectOrientedProgramming,ThaiLanguageSkills,PoliticsEconomyandSociety,PhilosophyOfScience,ManAndEnvironment,LifeSkills,LanguageSocietyAndCulture,EnglishCriticalReadingForEffectiveCommunication,ComputerArchitecture,DataStructure,DatabaseSystems,DiscreteMathematicsForComputerScience,LinearAlgebraAndApplications,OperatingSystems,StatisticalAnalysis,EnglishWritingForEffectiveCommunication,AlgorithmDesignandAnalysis,ArtificialIntelligence,ComputerNetworkAndDataCommunication,SoftwareEngineering,DataMiningTechniques,MobileApplicationDevelopment,MultimediaAnd WebTechnology,SensingAndActuationForInternetOfThings,CommunicativeEnglishForAcademicAnalysisInComputerTechnology,CommunicativeEnglishForResearchPresentationInComputerTechnology,CommunicativeEnglishForSpecificPurposesInComputerTechnology,DataScience,DevelopmentalEnglish,DigitalImageProcessing,DigitalMarketing,EnergyAndTechnologyAroundUs,FundamentalEnglish,FundamentalLawsForQualityOfLife,InternetProgramming,IntroductionToComputerInformationScience,IntroductionToRobotics,LifeAndHealth,LifePrivacy,MultimediaApplicationDevelopment,MusicStudiesInThaiCulture,ProgrammingLanguages,Seminar,SpecialTopicsInComputerScience,SystemAnalysisAndDesign,GPAgraduate
2564,100249419,0,2.5,3.5,1,2,2,2.95412844,2.507936508,3.60326087,3.844117647,2.532258065,2,2,1,2,1,3,2,1,2,1.5,1.5,1.5,2,2.5,2.81127451,2.773764259,3.5,2.5,3.5,2.5,2.680645161,2,2.861111111,3.120481928,4,2,2.971590909,3,2,2.5,3.458333333,3.421875,2.5,3,2.34375,2.5,2.858208955,2,2.16
2563,100249428,0,2,4,1,2.5,2.5,2.95412844,2.507936508,3.60326087,3.844117647,3,2.5,2.5,1.5,3,2,2.5,2,0,2.5,2,2,2,2.5,3,2.81127451,2.773764259,2,1.5,3.5,2.5,2,2.5,2.861111111,3.120481928,3.295,2.5,4,1.5,3,3.5,3.458333333,3.421875,3,3.416666667,2.34375,3.5,2.858208955,2.5,2.4
2563,100249434,0,3,3.5,1,3,2,2.95412844,2.507936508,3.60326087,3.844117647,2.532258065,2.5,2.5,2,1,1.5,1.5,2,0,3,2,3,2,3,2.5,1.5,2.773764259,2,2,2.5,3.5,2.680645161,3.5,2.861111111,3.120481928,4,2.5,2.971590909,2,3,2.5,3.458333333,3.421875,4,2.5,2.34375,3,2.858208955,3,2.39
2564,100249457,1.5,2,4,1.5,1,2,2.95412844,2.507936508,3,3.5,2.5,2,1.5,1,1,1,2,2.5,0,2,2,1,1,2.5,2,2.81127451,2.773764259,2.5,1.5,1,1.5,1,2,2,3.120481928,3.295,2,2.971590909,2,2,1,3.458333333,3.421875,3.303571429,3.416666667,2.34375,3,2.858208955,2.5,2.03
2563,100249461,1.5,4,4,1.5,3.5,2,2.95412844,2.507936508,4,3.844117647,2.5,2,2.5,2,4,3,2,2,1,2,2,3.5,2,3,2.5,3,2.773764259,2.5,3,3,3,3.5,2,4,3.120481928,3.295,2,4,2,2,4,3.458333333,3.421875,3,3.416666667,2.34375,4,2.858208955,2.5,2.65
2563,100249463,1.5,4,4,1.5,2.5,2.5,3.5,2.507936508,3.60326087,4,3,1.5,2,1.5,1,2.5,2.5,2,0,3,3,2.5,2,3,2.5,2.81127451,2.773764259,3.5,3,3.5,3,2.5,3,3.5,3.120481928,3.295,1.5,2.971590909,2,2,3,3.458333333,3.421875,3.5,3.416666667,2.34375,4,2.858208955,2.5,2.59
2563,100249498,1,2,3.5,1.5,2,2,2.5,2.507936508,3.60326087,4,2.532258065,1.5,2,1,1.5,1,1.5,2,1,2,2,2.5,1.5,2.5,3,2.81127451,2.773764259,2.5,3,3,2.5,3,2,3,3.120481928,4,1.5,2.971590909,3,2,2.5,3.458333333,3.421875,3.303571429,3.416666667,2.34375,3.5,2.858208955,2,2.17
2563,100249499,2,2.5,4,2,2.5,3,3.5,2.507936508,3.60326087,4,2.532258065,3,2.5,1,2,2,2.5,2,1.5,3,2.5,1.5,1.5,3,2,2.81127451,2.773764259,2.5,2.5,3.5,3,1.5,2.5,2.861111111,3.120481928,3.295,3,2.971590909,2.5,2,2.5,3.458333333,3.421875,3.303571429,3.5,2.34375,3,2.858208955,2,2.45
2563,100249506,0,3,4,0,3,2,2.95412844,2.507936508,3.60326087,4,2.532258065,2,2,2,4,2,2.5,2,1.5,2,2.5,2.5,1.5,2.5,2,1.5,2.773764259,2.5,2,2,2,2.680645161,2,2.861111111,3.120481928,4,2,2.971590909,1.5,3,3,3.458333333,3.421875,4,2.5,2.34375,4,2.858208955,2,2.46
2563,100249518,1.5,4,3.5,1.5,3.5,2.5,2.95412844,2.507936508,3.60326087,3.844117647,2.532258065,1.5,2.5,2,1,2,3,2.5,1,2,2,1.5,1,2.5,2.5,1.5,2.773764259,2,2.5,2,2,2,2.5,2,3.120481928,3.5,1.5,2.971590909,1.5,2.5,3.5,3.458333333,3.421875,3,3.5,2.34375,4,2.858208955,2,2.31
2564,100249527,1.5,3,4,1,3,2.5,2.5,2.507936508,3.60326087,4,2.532258065,2,1.5,1,3,2.5,2,3,0,2,2.5,2.5,1.5,2.5,2.5,2.81127451,2.773764259,2.977040816,2.5,2,1.5,2,2,2.861111111,3.120481928,4,2,2.971590909,3,2,2.805882353,3.458333333,3.421875,3.303571429,3,2.34375,3,2.858208955,1.5,2.27
2564,100260652,1.5,3,4,2.5,3,2.5,4,2.507936508,3.60326087,3.844117647,2.532258065,2,2.5,1.5,2.5,2,2.5,1.5,1.5,3.5,2.5,2.5,2,2,2,2.81127451,2,2.977040816,2,2.5,2.5,2,2,2.861111111,3.120481928,3.295,2,2.971590909,2,2,2.805882353,3.458333333,3.421875,3.303571429,4,2.34375,4,2.858208955,2,2.55
2564,100260653,2.5,4,3.5,2,4,2.5,2.5,2.507936508,4,3.844117647,2.532258065,2.5,2.5,1.5,2.5,2,2.5,2,2,3.5,3.5,1,1.5,2.5,2.5,2.81127451,3.5,2.5,3,3.5,2,2.680645161,2.5,2,3.120481928,3.295,2.5,2.971590909,2.5,2.5,2.805882353,3.458333333,2.5,3.303571429,3,2.34375,2.5,2.858208955,2,2.49
2564,100260658,1.5,2.5,4,2,2,3,3,2.507936508,3.60326087,3.844117647,2.532258065,2,2,1,3,1.5,2,2.5,1.5,3.5,2.5,2,1.5,3,2.5,2.81127451,2.5,2.977040816,2.5,2.5,2,2.5,2,3.5,3.120481928,3.295,2,2.971590909,4,2.5,2.805882353,3.458333333,3.421875,3.303571429,4,2.34375,4,2.858208955,2.5,2.54
2564,100260661,2,2,3.5,1,3,2,3,2.507936508,3.60326087,4,2.532258065,2,2.5,2.5,3,1.5,2.5,2.5,1.5,3.5,3,1.5,2.5,2.5,2.5,2.5,3,2.5,3.5,2.5,2,2.680645161,2,3,3.120481928,3.295,2,2.971590909,4,2.5,2.805882353,3.458333333,3.421875,3.303571429,2.5,2.34375,3,2.858208955,2.5,2.42
2564,100260662,2,4,4,4,3.5,3,3,2.507936508,3.60326087,3.844117647,2.532258065,2,3,2.5,2.5,3,3,2,4,3,2.5,2.5,2,2.5,2.5,3,4,2.5,2,2.5,2,2.680645161,2,3.5,3.120481928,3.295,2,2.971590909,4,3,2.805882353,3.458333333,3.421875,3.303571429,3,2.34375,3.5,2.858208955,2.5,2.92
2564,100260667,1.5,4,4,2,4,2,4,2.507936508,3.60326087,4,2.532258065,4,4,3,4,2.5,4,4,3,4,4,3.5,4,3.5,2.5,4,4,4,4,4,4,2.680645161,4,4,3.120481928,3.295,4,2.971590909,4,3,2.805882353,3.458333333,3.421875,3.303571429,4,2.34375,4,2.858208955,2.5,3.4
2564,100260678,1,2,4,1.5,2,2.5,3.5,2.507936508,3.60326087,4,2.532258065,2,2,2,3,2,2.5,2,1.5,3,2.5,2.5,1,3,2.5,2.81127451,2,3,2.5,3,2,2.680645161,2,2.5,3.120481928,3.295,2,2.971590909,4,2.5,2.805882353,3.458333333,3.421875,3.303571429,3.5,2.34375,3,2.858208955,3.5,2.46
2564,100260684,2.5,2,4,1,1.5,2,2.95412844,2.507936508,3.60326087,3.844117647,2.532258065,3,2,1.5,3,1,1.5,2,1,3,1.5,1.5,1,2,2,2.81127451,3,2,4,3.5,3.5,2.680645161,2.5,2,3.120481928,3.295,3,2.5,2.5,2.5,2.805882353,3.458333333,3.421875,3.303571429,3,2.34375,4,2.5,2,2.15
2564,100260689,1,4,4,2,3.5,2,2.5,2.507936508,3.60326087,3.844117647,2.532258065,2,2,2.5,1.5,1,2.5,2,1,2,2,1.5,1,2,2,2.81127451,2.5,3,2.5,1.5,2.5,2.680645161,2.5,2.861111111,3.120481928,3.295,2,2,3,3.5,2.805882353,3.458333333,3.421875,3.303571429,2.5,2.34375,4,2.858208955,1.5,2.1
2564,100260700,2.5,4,4,2,4,3,4,2.507936508,3.60326087,3.844117647,2.532258065,3,2.5,2.5,3,1.5,3,2.5,1,4,2.5,1.5,2,2,2,2.81127451,4,2.977040816,4,4,4,2.680645161,3,2,3.120481928,3.295,3,2.971590909,2.5,2.5,2.805882353,3.458333333,3.421875,3.303571429,3.5,2.34375,3,2.858208955,2,2.7
2564,100260701,2.5,3,3.5,1.5,2.5,2.5,2.95412844,2.507936508,3.60326087,3.844117647,2.532258065,2.5,2,1.5,2.5,2,2.5,2,1.5,3.5,2,1.5,2,2,2.5,1.5,3,2.977040816,2,3,3,2.680645161,2.5,2.861111111,3.120481928,3.295,2.5,2.971590909,2.5,3,2.805882353,3.458333333,4,3.303571429,4,2.34375,3.5,2.858208955,2.5,2.52
2564,100260717,1,1.5,3.5,1,2.5,2,3,2.507936508,3.60326087,3.844117647,2.532258065,2,2.5,1,2.5,1,2,2,0,2.5,2,2,1.5,2,2.523255814,1.5,2,3,2.5,2.5,2,2.680645161,2,2.861111111,3.120481928,3.295,2,2.971590909,3,2,2.805882353,3.458333333,3.421875,3.303571429,2.5,2.34375,4,2.858208955,2,2.18
2564,100260731,2.5,4,3.5,3,4,2,2.95412844,2.507936508,3.60326087,3.844117647,2.532258065,3,2.5,2.5,3,1,2.5,2,1.5,3.5,2.5,2,1,2,2,3.5,4,2.977040816,3.5,3,3,2.680645161,3.5,2.861111111,3.120481928,3.295,3,2.971590909,1.5,3,3,3.458333333,3.5,3.303571429,3,2.34375,3,2.858208955,1.5,2.65
2564,100260747,1.5,3.5,4,2,3.5,2.5,2.95412844,2.507936508,3.60326087,4,2.532258065,3,3,2,3,2,3,2,2,4,3,2,2,2,2.5,2.81127451,3,2.977040816,3.5,3.5,2.5,2.5,3,2.861111111,3.120481928,3.295,3,2.971590909,2,3,2.805882353,3.458333333,3.421875,3.303571429,4,2.34375,4,2.858208955,2.5,2.71
2564,100260763,2,4,4,1.5,2,2,2.95412844,2.507936508,4,3.844117647,2.532258065,3.5,2.5,1.5,2.5,1.5,2.5,2,1.5,3.5,3,1.5,2,2.5,2,2.81127451,2,3.5,4,3,4,2.680645161,2,2.5,3.120481928,3.295,3.5,2.971590909,2,3,2.805882353,3.458333333,3.421875,3.303571429,3,2.34375,3.5,2.858208955,2,2.43
2564,100260771,2.5,4,4,1,4,2.5,2.95412844,2.507936508,3.60326087,3.844117647,2.532258065,2.5,2.5,1.5,3,1.5,2.5,2.5,1,4,2,2,1.5,3,2,4,3.5,3,3.5,3.5,3.5,2.680645161,2,4,3.120481928,3.295,2.5,2.971590909,2,2.5,2.805882353,3.458333333,2.5,3.303571429,3.5,2.34375,4,2.858208955,2,2.61
2564,100260773,1.5,3.5,4,1.5,2,2.5,2.95412844,2.507936508,3.60326087,4,2.532258065,2.5,2.5,1.5,2.5,1.5,2,2,1,4,1.5,1.5,0,2,2,2.81127451,2,2.977040816,1.5,2.5,2,2,2,2.861111111,3.120481928,3.295,2.5,2.971590909,2,2.5,2.805882353,3.458333333,3.421875,3.303571429,4,2.34375,3.5,2.858208955,2,2.3
2564,100260774,2.5,4,4,1.5,4,2.5,2.5,2.507936508,3.60326087,4,2.532258065,3,4,4,3.5,2.5,3.5,2.5,3.5,4,4,2.5,2.5,4,2.5,4,4,3.5,3.5,3.5,3.5,2.680645161,3,4,3.120481928,3.295,3,2.971590909,4,3,2.805882353,3.458333333,3.421875,3.303571429,4,2.34375,3,2.858208955,2.5,3.13
2564,100260780,1.5,2.5,4,2,3,2,2.5,2.507936508,3.60326087,3.844117647,2.532258065,3,2.5,1.5,3,1.5,3,2,2,3.5,2.5,1.5,2,3,2,2.81127451,2.5,2,3,3.5,3.5,2.680645161,2.5,2,3.120481928,3.295,3,2.971590909,2.5,2.5,2.805882353,3.458333333,3.421875,3.303571429,3,2.34375,3,2.858208955,2,2.42
2564,100260798,3,3,4,2.5,2,2,2,2.507936508,3.60326087,3.844117647,2.532258065,2,1.5,1,2.5,1,1.5,2,1,3.5,1.5,1,0,2,2.523255814,1,2,3,2.5,2.5,3,1.5,2,1,3.120481928,3.295,2,2.971590909,2,2,2.805882353,3.458333333,3.421875,3.303571429,2,2.34375,3.5,2.858208955,1.5,2.11
2564,100260799,2.5,2,4,0,3,2,2.95412844,2.507936508,3.60326087,3.844117647,2.532258065,2,2,1,2.5,2,2,2.5,1.5,4,2,1,1.5,3,2,2,2.5,2.977040816,2,3.5,3,2.680645161,2.5,2.861111111,3.120481928,3.295,2,2.971590909,3,2.5,2.805882353,3.458333333,4,3.303571429,3,2.34375,4,2.858208955,2.5,2.38
2564,100260827,2.5,4,4,3,4,2.5,2.95412844,2.507936508,3.60326087,3.844117647,2.532258065,3.5,3.5,2,3.5,2.5,2.5,2,2,4,3.5,2,2,3,2.523255814,2.81127451,3.5,3,4,3.5,4,2.680645161,3,2.861111111,3.120481928,3.295,3.5,3.5,2.5,3.5,2.805882353,3.458333333,4,3.303571429,4,2.34375,4,2.858208955,3.5,3.03
2564,100260842,2,3.5,4,3.5,4,2,1.5,2.507936508,3.60326087,3.844117647,2.532258065,2.5,1.5,1.5,2.5,2,2.5,2,1.5,4,1,3,1,2,2.5,2.81127451,1.5,2.977040816,3,3.5,3.5,1,3,2.861111111,3.120481928,3.295,2.5,2.971590909,3,3,2.805882353,3.458333333,3.421875,3.303571429,3.5,2.34375,4,2.858208955,2,2.33
2564,100260844,1,2.5,4,2,2,2,3.5,2.507936508,3.60326087,3.844117647,2.532258065,2,2,1,3,1.5,2,1.5,1.5,3,3,1.5,0,3,2.5,2,3,2.977040816,1.5,3,2.5,2.680645161,2,2.5,3.120481928,3.295,2,2.971590909,2.5,2,2.805882353,3.458333333,3.421875,3.303571429,3.5,2.34375,2.5,2.858208955,4,2.42
2564,100260850,2.5,2,3,1,1.5,1.5,2.95412844,2.507936508,4,3.844117647,2.532258065,2,2,1,2,2,1.5,2,2,2.5,2,2,1.5,2,2,2.81127451,2,2.5,3.5,3,3,2.680645161,2.5,2,3.120481928,3.295,2,2.971590909,2,2,2.805882353,3.458333333,2.5,3.303571429,3,2.34375,3,2.858208955,2,2.14
2564,100260860,2.5,3,3.5,1.5,2,1,2.95412844,2.507936508,3.60326087,3.844117647,2.532258065,2.5,3,2,2.5,2,2,2.5,1.5,4,3,3,2,3.5,2.5,2.5,2,3,3.5,3.5,3,2.680645161,2.5,3.5,3.120481928,3.295,2.5,2.971590909,2.5,2.5,2.805882353,3.458333333,3.421875,3.303571429,3,2.34375,3.5,2.858208955,2.5,2.55
2564,100260864,3,4,4,3,4,2.5,2.95412844,2.507936508,3.60326087,3.844117647,2.532258065,2,4,4,3.5,2.5,4,2,2.5,2.5,3.5,2.5,2.5,2.5,3.5,2.5,4,3.5,2.5,1.5,3.5,3,2,2.861111111,3.120481928,3.5,2,2.971590909,2,3.5,2.805882353,3.458333333,4,3.303571429,3.5,2.34375,4,2.858208955,2.5,3.1
2564,100260885,2.5,4,3.5,2,4,3,2.5,2.507936508,4,3.844117647,2.532258065,3.5,3,3.5,2,2,2.5,2.5,1.5,4,1,1.5,2,3.5,2.523255814,3.5,4,2.5,4,2.5,4,2.680645161,4,2.861111111,3.120481928,3.295,3.5,2.971590909,3,3.5,3,3.458333333,3.5,3.303571429,3.5,2.34375,3.5,2.858208955,3.5,2.79
2564,100260890,2,1.5,3.5,2,2,2,2.95412844,2.507936508,3.60326087,4,2.532258065,2,2.5,1.5,3,2.5,3,2.5,2,3,3.5,2,2,2.5,3,2.81127451,2,3,3,2.5,3,2.680645161,2,3,3.120481928,3.295,2,2.971590909,4,2,2.805882353,3.458333333,4,3.303571429,3.5,2.34375,3.5,2.858208955,3.5,2.62
2564,100260892,1.5,3.5,4,2,4,2,2.5,2.507936508,3.60326087,3.844117647,2.532258065,2.5,1.5,1.5,3,1.5,2.5,2.5,1,3,2.5,2,0,2,2,2.81127451,2.5,2,3.5,3.5,3,2.680645161,3,2,3.120481928,3.295,2.5,2.971590909,2.5,2.5,2.805882353,3.458333333,3.421875,3.303571429,3.5,2.34375,2,2.858208955,2,2.37
2564,100260909,1.5,4,3.5,3.5,4,2,2.95412844,2.507936508,3.60326087,4,2.532258065,2.5,2.5,2,1.5,1,2,2,2,3.5,1.5,2.5,1,3,3,4,3.5,2,3,3.5,1.5,2.680645161,2,3,3.120481928,3.295,2.5,2.971590909,2,3.5,2.805882353,3.458333333,3.421875,3.303571429,4,2.34375,4,2.858208955,2,2.58
2565,100260912,2.5,4,4,2.5,4,2.5,2.95412844,2.507936508,4,3.844117647,2.532258065,2,2.5,2.5,2.5,2.5,4,3,2,4,3.5,4,0,2.5,3.5,4,3.5,3.5,4,3.5,4,2.5,3.5,2.861111111,3.120481928,3.295,2,3.5,3,2.5,2.805882353,3.458333333,3.421875,3.303571429,1.5,2.34375,4,2.858208955,3.5,3.01
2565,100260920,2.5,3.5,4,2.5,4,2.5,3.5,2.507936508,3.60326087,3.844117647,2.532258065,4,2.5,1,2.5,1.5,4,2,1.5,3.5,2,2,1.5,2.5,2.5,1.5,2,1.5,4,1,4,2.680645161,4,2.861111111,3.120481928,3.295,4,3.5,2.5,3,2.805882353,3.458333333,3.421875,3.303571429,3.5,2.34375,3,2.5,1.5,2.6
2564,100260921,1.5,4,4,1,4,2,2,2.507936508,3.60326087,3.844117647,2.532258065,2,3.5,2.5,3,2,2,2,1.5,3.5,2.5,2.5,1,2,3,2.5,3.5,2.977040816,3,3,2.5,2.680645161,2,4,3.120481928,3.295,2,2.971590909,4,2.5,2.805882353,3.458333333,3.421875,3.303571429,2,2.34375,4,2.858208955,2.5,2.54
2564,100260935,2,3.5,3,1.5,2,2.5,3,2.507936508,3.60326087,3.844117647,2,2,2.5,1.5,2.5,1.5,1.5,2,1,3.5,3.5,2,1.5,2.5,2,1.5,3,2.977040816,3,2,2.5,2.680645161,2,2.861111111,3.120481928,3.295,2,2.971590909,2.5,2.5,2.805882353,3.458333333,3.421875,3.303571429,3,2.34375,2.5,2.5,2,2.22
2564,100260960,1,4,4,2,4,3,2.5,2.507936508,3.60326087,3.844117647,2.532258065,2.5,2,2.5,2.5,2,2,2,1.5,4,3.5,2,1.5,3,2.5,2.5,3,2.5,4,2.5,3.5,2.680645161,2.5,2.5,3.120481928,3.295,2.5,2.971590909,2.5,2.5,2.805882353,3.458333333,3.421875,3.303571429,3.5,2.34375,3.5,2.858208955,2.5,2.65
2564,100260971,1,1.5,3,0,2,2,3.5,2.507936508,3.60326087,3.844117647,2.532258065,1,1,1,2.5,1,2,2,1.5,3.5,2,2.5,0,2,2,2.81127451,2,2.977040816,1.5,2,2,2.680645161,2,2,3.120481928,3.295,1,2.971590909,2.5,2,2.805882353,3.458333333,3.421875,3.303571429,2,2.34375,3,3,4,2.16
2564,100260972,2,2,4,1.5,2,2.5,2.95412844,2.507936508,3.60326087,4,2.532258065,2,1.5,0,2.5,2,2,1.5,1.5,3,2.5,2.5,2.5,2.5,2,2.81127451,3,3,2.5,2,2,2.680645161,2,3,3.120481928,3.295,2,2.971590909,4,2.5,2.805882353,3.458333333,4,3.303571429,4,2.34375,4,2.858208955,3.5,2.47
2564,100260987,2.5,1.5,3.5,1.5,1,2,2.95412844,2.507936508,3.60326087,4,2.532258065,2,1,1,3.5,1.5,1,2.5,0,3,3,1.5,0,2.5,3,2.81127451,2.5,3,3,3.5,2.5,2,2,2.5,3.120481928,3.295,2,2.971590909,4,2,2.805882353,3.458333333,3.421875,3.303571429,3,2.34375,3,2.858208955,3.5,2.38
2564,100260991,2,3.5,4,1.5,4,2,2.5,2.507936508,3.60326087,4,2.532258065,3.5,3.5,4,2.5,2.5,3,3,2.5,4,4,3,4,3.5,2.5,3,3.5,3.5,3,3.5,4,2.680645161,3,4,3.120481928,3.295,3.5,2.971590909,4,3.5,2.805882353,3.458333333,3.421875,3.303571429,3.5,2.34375,3.5,2.858208955,3,3.16
2564,100261022,3,4,4,3.5,4,3,2.95412844,2.507936508,4,3.844117647,2.532258065,3.5,3,1.5,3,3,4,3.5,3,4,4,3.5,1.5,2.5,2.5,4,3.5,3,4,2.5,4,3,3,2.861111111,3.120481928,3.295,3.5,3.5,3.5,3.5,2.805882353,3.458333333,3.421875,3.303571429,2,2.34375,4,2.858208955,4,3.14
2564,100261023,2.5,3,3,3.5,4,2.5,2.95412844,2.507936508,3.60326087,3.844117647,2.532258065,2,3,2.5,2,3,1.5,2,2,4,3,2,2,2.5,2,3,2.5,2.977040816,4,4,3.5,2.680645161,2.5,2.861111111,3.120481928,3.295,2,2.971590909,3,2.5,2.805882353,3.458333333,3,3.303571429,3,2.34375,3.5,2.858208955,2,2.71
2564,100261031,2,4,4,1.5,4,2,3,2.507936508,4,3.844117647,2.532258065,1.5,3,2.5,2.5,2,2.5,3,1.5,2.5,3.5,2.5,1,3.5,3.5,3,3,3,3,2.5,3,3.5,2,2.861111111,3.120481928,3.295,1.5,2.971590909,3.5,2.5,2.805882353,3.458333333,3.5,3.303571429,2,2.34375,4,2.858208955,3.5,2.72
2564,100261038,1.5,2,3,1.5,2.5,2.5,2.95412844,2.507936508,3.60326087,3.844117647,2.532258065,2,2,1.5,2.5,1.5,2.5,2,1.5,4,3,1.5,2,2,2.5,1.5,3.5,2.977040816,3.5,3,3.5,2.680645161,3,2.861111111,3.120481928,3.295,2,2.971590909,2,3,2.805882353,3.458333333,4,3.303571429,2.5,2.34375,3,2.858208955,2.5,2.47
2564,100261047,3,4,4,3.5,4,2.5,3,2.507936508,3.60326087,4,2.532258065,3,3.5,3,4,2.5,4,3,3.5,4,4,3.5,4,3.5,2.5,4,4,4,3.5,3.5,4,2.680645161,3,4,3.120481928,3.295,3,2.971590909,4,3.5,2.805882353,3.458333333,3.421875,3.303571429,4,2.34375,4,2.858208955,3.5,3.44
2564,100261054,2.5,2,3.5,1.5,2,2.5,3,2.507936508,3.60326087,3.844117647,2.532258065,2,2.5,2,3,1.5,2.5,1.5,1,3.5,2,2.5,2,3,2,2.81127451,3.5,3,3.5,4,4,2.680645161,3,2.861111111,3.120481928,3.295,2,2.971590909,3,2.5,2.805882353,3.458333333,3.421875,3.303571429,2.5,2.34375,4,2.858208955,2,2.59
2564,100261059,1.5,1.5,3.5,1,2,2.5,2.95412844,2.507936508,3.60326087,4,2.532258065,2,2.5,1.5,3.5,1,2,2,1.5,3.5,2.5,3,1,2.5,2.5,2.81127451,2.5,3,3,3.5,2.5,2.680645161,2,3,3.120481928,3.295,2,2.971590909,4,2.5,2.805882353,3.458333333,3.421875,3.303571429,3.5,2.34375,2.5,2.5,3.5,2.52
2564,100261060,1,2.5,4,1.5,2.5,2,3.5,2.507936508,3.60326087,3.844117647,2.532258065,2,2,0,2,1,2,2,0,4,3,1.5,1.5,2.5,3,2,2,2,3,2.5,2.5,1,2.5,2.861111111,3.120481928,3.295,2,2.971590909,2,2.5,2.805882353,3.458333333,3.421875,3.303571429,2.5,2.34375,4,2.858208955,1.5,2.31
